,Open,High,Low,Close,Volume,Dividends,Stock Splits,Volume_MA,Volume_MA_slope,Volume_trend
2022-06-30,2368.570068359375,2368.570068359375,2332.590087890625,2332.639892578125,515000,0.0,0.0,600313.3333333334,-19966.666666666628,하락
2022-07-01,2342.919921875,2354.969970703125,2291.489990234375,2305.419921875,530100,0.0,0.0,587400.0,-12913.333333333372,하락
2022-07-04,2310.72998046875,2318.31005859375,2276.6298828125,2300.340087890625,467700,0.0,0.0,574593.3333333334,-12806.666666666628,하락
2022-07-05,2322.110107421875,2344.080078125,2309.6201171875,2341.780029296875,323600,0.0,0.0,551420.0,-23173.333333333372,하락
2022-07-06,2330.110107421875,2332.139892578125,2290.330078125,2292.010009765625,410600,0.0,0.0,531206.6666666666,-20213.333333333372,하락
2022-07-07,2308.969970703125,2344.139892578125,2307.89990234375,2334.27001953125,340000,0.0,0.0,514953.3333333333,-16253.333333333314,하락
2022-07-08,2352.489990234375,2367.840087890625,2348.739990234375,2350.610107421875,411200,0.0,0.0,500086.6666666667,-14866.666666666628,하락
2022-07-11,2357.429931640625,2363.260009765625,2337.820068359375,2340.27001953125,376900,0.0,0.0,485740.0,-14346.666666666686,하락
2022-07-12,2330.8798828125,2333.02001953125,2303.739990234375,2317.760009765625,379000,0.0,0.0,479046.6666666667,-6693.333333333314,하락
2022-07-13,2324.449951171875,2341.18994140625,2312.489990234375,2328.610107421875,308400,0.0,0.0,464153.3333333333,-14893.333333333372,하락
2022-07-14,2316.409912109375,2338.2900390625,2307.68994140625,2322.320068359375,348900,0.0,0.0,437466.6666666667,-26686.666666666628,하락
2022-07-15,2335.1201171875,2337.300048828125,2293.449951171875,2330.97998046875,319300,0.0,0.0,415146.6666666667,-22320.0,하락
2022-07-18,2350.47998046875,2376.5,2344.1201171875,2375.25,324100,0.0,0.0,402773.3333333333,-12373.333333333372,하락
2022-07-19,2367.52001953125,2372.739990234375,2359.590087890625,2370.969970703125,339200,0.0,0.0,387740.0,-15033.333333333314,하락
2022-07-20,2406.2900390625,2410.06005859375,2382.64990234375,2386.85009765625,333000,0.0,0.0,381800.0,-5940.0,하락
2022-07-21,2387.909912109375,2411.9599609375,2387.909912109375,2409.159912109375,295500,0.0,0.0,367166.6666666667,-14633.333333333314,하락
2022-07-22,2405.3701171875,2417.909912109375,2391.47998046875,2393.139892578125,381400,0.0,0.0,357253.3333333333,-9913.333333333372,하락
2022-07-25,2385.64990234375,2412.469970703125,2385.64990234375,2403.68994140625,322900,0.0,0.0,347600.0,-9653.333333333314,하락
2022-07-26,2397.27001953125,2415.389892578125,2395.169921875,2412.9599609375,415100,0.0,0.0,353700.0,6100.0,상승
2022-07-27,2412.52001953125,2415.530029296875,2396.18994140625,2415.530029296875,333400,0.0,0.0,348553.3333333333,-5146.666666666686,하락
2022-07-28,2437.570068359375,2443.429931640625,2429.070068359375,2435.27001953125,490900,0.0,0.0,358613.3333333333,10060.0,상승
2022-07-29,2453.530029296875,2463.050048828125,2442.010009765625,2451.5,499000,0.0,0.0,364466.6666666667,5853.333333333372,상승
2022-08-01,2444.050048828125,2461.39990234375,2437.1298828125,2452.25,487000,0.0,0.0,371806.6666666667,7340.0,상승
2022-08-02,2451.0,2451.070068359375,2428.760009765625,2439.6201171875,549800,0.0,0.0,383193.3333333333,11386.666666666628,상승
2022-08-03,2438.56005859375,2461.449951171875,2433.1201171875,2461.449951171875,475200,0.0,0.0,394313.3333333333,11120.0,상승
2022-08-04,2478.43994140625,2478.949951171875,2465.320068359375,2473.110107421875,398500,0.0,0.0,397620.0,3306.666666666686,상승
2022-08-05,2481.429931640625,2497.580078125,2480.050048828125,2490.800048828125,409400,0.0,0.0,403626.6666666667,6006.666666666686,상승
2022-08-08,2481.169921875,2494.0,2477.760009765625,2493.10009765625,418100,0.0,0.0,409893.3333333333,6266.666666666628,상승
2022-08-09,2493.570068359375,2506.489990234375,2481.360107421875,2503.4599609375,454200,0.0,0.0,417560.0,7666.666666666686,상승
2022-08-10,2493.699951171875,2494.14990234375,2478.2099609375,2480.8798828125,479300,0.0,0.0,427313.3333333333,9753.333333333314,상승
2022-08-11,2507.739990234375,2523.780029296875,2506.409912109375,2523.780029296875,505100,0.0,0.0,441286.6666666667,13973.333333333372,상승
2022-08-12,2519.659912109375,2533.199951171875,2514.31005859375,2527.93994140625,445100,0.0,0.0,445533.3333333333,4246.666666666628,상승
2022-08-16,2543.050048828125,2546.35009765625,2532.199951171875,2533.52001953125,398100,0.0,0.0,450546.6666666667,5013.333333333372,상승
2022-08-17,2536.570068359375,2543.14990234375,2512.010009765625,2516.469970703125,417800,0.0,0.0,450726.6666666667,180.0,상승
2022-08-18,2499.300048828125,2515.3701171875,2488.090087890625,2508.050048828125,381400,0.0,0.0,453926.6666666667,3200.0,상승
2022-08-19,2510.719970703125,2510.719970703125,2492.68994140625,2492.68994140625,459700,0.0,0.0,451846.6666666667,-2080.0,하락
2022-08-22,2467.3798828125,2475.77001953125,2457.080078125,2462.5,422400,0.0,0.0,446740.0,-5106.666666666686,하락
2022-08-23,2449.31005859375,2454.550048828125,2431.830078125,2435.340087890625,471000,0.0,0.0,445673.3333333333,-1066.666666666686,하락
2022-08-24,2446.179931640625,2454.010009765625,2430.68994140625,2447.449951171875,423300,0.0,0.0,437240.0,-8433.333333333314,하락
2022-08-25,2459.7900390625,2477.260009765625,2455.320068359375,2477.260009765625,426000,0.0,0.0,433960.0,-3280.0,하락
2022-08-26,2489.139892578125,2497.760009765625,2476.75,2481.030029296875,519900,0.0,0.0,442053.3333333333,8093.333333333314,상승
2022-08-29,2432.06005859375,2432.889892578125,2417.010009765625,2426.889892578125,447200,0.0,0.0,444573.3333333333,2520.0,상승
2022-08-30,2441.2099609375,2453.909912109375,2433.47998046875,2450.929931640625,336200,0.0,0.0,439113.3333333333,-5460.0,하락
2022-08-31,2433.469970703125,2473.75,2426.139892578125,2472.050048828125,435900,0.0,0.0,437893.3333333333,-1220.0,하락
2022-09-01,2443.0,2443.610107421875,2415.610107421875,2415.610107421875,579300,0.0,0.0,444560.0,6666.666666666686,상승
2022-09-02,2427.699951171875,2432.3701171875,2402.669921875,2409.409912109375,391400,0.0,0.0,436980.0,-7580.0,하락
2022-09-05,2410.070068359375,2424.77001953125,2392.6298828125,2403.679931640625,354700,0.0,0.0,430953.3333333333,-6026.666666666686,하락
2022-09-06,2409.719970703125,2422.530029296875,2399.260009765625,2410.02001953125,294100,0.0,0.0,424020.0,-6933.333333333314,하락
2022-09-07,2395.659912109375,2398.39990234375,2365.35009765625,2376.4599609375,377900,0.0,0.0,421360.0,-2660.0,하락
2022-09-08,2393.27001953125,2394.06005859375,2379.06005859375,2384.280029296875,423600,0.0,0.0,424173.3333333333,2813.333333333314,상승
2022-09-13,2418.590087890625,2453.949951171875,2418.590087890625,2449.5400390625,366900,0.0,0.0,417986.6666666667,-6186.666666666628,하락
2022-09-14,2390.469970703125,2418.419921875,2381.5,2411.419921875,461300,0.0,0.0,420580.0,2593.333333333314,상승
2022-09-15,2416.010009765625,2421.6298828125,2401.830078125,2401.830078125,423900,0.0,0.0,417440.0,-3140.0,하락
2022-09-16,2387.56005859375,2395.10009765625,2371.110107421875,2382.780029296875,440300,0.0,0.0,418573.3333333333,1133.333333333314,상승
2022-09-19,2388.72998046875,2389.85009765625,2352.760009765625,2355.659912109375,403700,0.0,0.0,417086.6666666667,-1486.6666666666279,하락
2022-09-20,2373.639892578125,2382.52001953125,2359.840087890625,2367.85009765625,419200,0.0,0.0,410373.3333333333,-6713.333333333372,하락
2022-09-21,2351.5400390625,2360.27001953125,2341.7900390625,2347.2099609375,378000,0.0,0.0,405760.0,-4613.333333333314,하락
2022-09-22,2319.699951171875,2335.110107421875,2309.10009765625,2332.31005859375,446600,0.0,0.0,413120.0,7360.0,상승
2022-09-23,2331.330078125,2334.06005859375,2285.7099609375,2290.0,446300,0.0,0.0,413813.3333333333,693.3333333333139,상승
2022-09-26,2260.800048828125,2260.800048828125,2215.360107421875,2220.93994140625,621400,0.0,0.0,416620.0,2806.666666666686,상승
2022-09-27,2224.389892578125,2227.35009765625,2197.89990234375,2223.860107421875,487600,0.0,0.0,423033.3333333333,6413.333333333314,상승
2022-09-28,2206.14990234375,2223.56005859375,2151.60009765625,2169.2900390625,595700,0.0,0.0,439100.0,16066.666666666686,상승
2022-09-29,2197.75,2210.610107421875,2170.139892578125,2170.929931640625,508200,0.0,0.0,453373.3333333333,14273.333333333314,상승
2022-09-30,2161.110107421875,2177.199951171875,2134.77001953125,2155.489990234375,950000,0.0,0.0,491513.3333333333,38140.0,상승
2022-10-04,2189.510009765625,2212.3798828125,2180.840087890625,2209.3798828125,420700,0.0,0.0,491320.0,-193.33333333331393,하락
2022-10-05,2248.85009765625,2253.929931640625,2204.030029296875,2215.219970703125,855400,0.0,0.0,523886.6666666667,32566.666666666686,상승
2022-10-06,2230.429931640625,2250.8701171875,2223.360107421875,2237.860107421875,642700,0.0,0.0,535980.0,12093.333333333314,상승
2022-10-07,2217.840087890625,2245.8798828125,2215.080078125,2232.840087890625,428500,0.0,0.0,536286.6666666666,306.66666666662786,상승
2022-10-11,2193.02001953125,2193.050048828125,2174.06005859375,2192.070068359375,859100,0.0,0.0,564206.6666666666,27920.0,상승
2022-10-12,2191.35009765625,2205.02001953125,2181.64990234375,2202.469970703125,658000,0.0,0.0,581160.0,16953.333333333372,상승
2022-10-13,2198.2900390625,2198.340087890625,2162.8701171875,2162.8701171875,792200,0.0,0.0,606026.6666666666,24866.666666666628,상승
2022-10-14,2200.659912109375,2220.5400390625,2193.6298828125,2212.550048828125,512900,0.0,0.0,615020.0,8993.333333333372,상승
2022-10-17,2187.169921875,2221.050048828125,2177.659912109375,2219.7099609375,498500,0.0,0.0,618480.0,3460.0,상승
2022-10-18,2249.14990234375,2251.739990234375,2220.7099609375,2249.949951171875,580700,0.0,0.0,627440.0,8960.0,상승
2022-10-19,2249.35009765625,2266.800048828125,2234.590087890625,2237.43994140625,895000,0.0,0.0,645680.0,18240.0,상승
2022-10-20,2225.530029296875,2231.52001953125,2200.43994140625,2218.090087890625,1108000,0.0,0.0,687040.0,41360.0,상승
2022-10-21,2210.590087890625,2224.0400390625,2204.639892578125,2213.1201171875,637400,0.0,0.0,689820.0,2780.0,상승
2022-10-24,2248.260009765625,2256.669921875,2229.85009765625,2236.159912109375,444700,0.0,0.0,685586.6666666666,-4233.333333333372,하락
2022-10-25,2237.0400390625,2253.239990234375,2230.75,2235.070068359375,456700,0.0,0.0,652700.0,-32886.66666666663,하락
2022-10-26,2240.699951171875,2258.110107421875,2234.489990234375,2249.56005859375,563300,0.0,0.0,662206.6666666666,9506.666666666628,상승
2022-10-27,2266.070068359375,2290.56005859375,2262.02001953125,2288.780029296875,587700,0.0,0.0,644360.0,-17846.666666666628,하락
2022-10-28,2276.72998046875,2292.64990234375,2266.43994140625,2268.39990234375,427100,0.0,0.0,629986.6666666666,-14373.333333333372,하락
2022-10-31,2293.75,2295.510009765625,2273.72998046875,2293.610107421875,401300,0.0,0.0,628173.3333333334,-1813.3333333332557,하락
2022-11-01,2301.580078125,2335.570068359375,2297.570068359375,2335.219970703125,597100,0.0,0.0,610706.6666666666,-17466.666666666744,하락
2022-11-02,2326.050048828125,2346.320068359375,2323.3701171875,2336.8701171875,450200,0.0,0.0,596853.3333333334,-13853.333333333256,하락
2022-11-03,2297.449951171875,2342.860107421875,2296.43994140625,2329.169921875,550300,0.0,0.0,580726.6666666666,-16126.666666666744,하락
2022-11-04,2325.85009765625,2348.429931640625,2316.2900390625,2348.429931640625,436200,0.0,0.0,575613.3333333334,-5113.333333333256,하락
2022-11-07,2360.219970703125,2373.280029296875,2354.219970703125,2371.7900390625,392300,0.0,0.0,568533.3333333334,-7080.0,하락
2022-11-08,2387.199951171875,2400.389892578125,2375.669921875,2399.0400390625,499800,0.0,0.0,563140.0,-5393.333333333372,하락
2022-11-09,2408.5400390625,2429.64990234375,2403.639892578125,2424.409912109375,680500,0.0,0.0,548840.0,-14300.0,하락
2022-11-10,2405.77001953125,2426.10009765625,2401.989990234375,2402.22998046875,899000,0.0,0.0,534906.6666666666,-13933.333333333372,하락
2022-11-11,2466.89990234375,2486.4599609375,2463.510009765625,2483.159912109375,758000,0.0,0.0,542946.6666666666,8040.0,상승
2022-11-14,2485.179931640625,2499.429931640625,2470.60009765625,2474.64990234375,730900,0.0,0.0,562026.6666666666,19080.0,상승
2022-11-15,2482.760009765625,2485.199951171875,2463.64990234375,2480.330078125,617100,0.0,0.0,572720.0,10693.333333333372,상승
2022-11-16,2487.0,2487.0,2446.7900390625,2477.449951171875,657600,0.0,0.0,579006.6666666666,6286.666666666628,상승
2022-11-17,2466.5,2467.389892578125,2442.89990234375,2442.89990234375,914400,0.0,0.0,600786.6666666666,21780.0,상승
2022-11-18,2448.1298828125,2471.8701171875,2442.8701171875,2444.47998046875,589500,0.0,0.0,611613.3333333334,10826.666666666744,상승
2022-11-21,2446.050048828125,2448.139892578125,2409.360107421875,2419.5,544500,0.0,0.0,621160.0,9546.666666666628,상승
2022-11-22,2405.9599609375,2426.39990234375,2401.5,2405.27001953125,539200,0.0,0.0,617300.0,-3860.0,하락
2022-11-23,2424.360107421875,2427.280029296875,2407.580078125,2418.010009765625,474800,0.0,0.0,618940.0,1640.0,상승
2022-11-24,2437.510009765625,2441.330078125,2428.1201171875,2441.330078125,481200,0.0,0.0,614333.3333333334,-4606.666666666628,하락
2022-11-25,2442.2099609375,2449.659912109375,2433.570068359375,2437.860107421875,438400,0.0,0.0,614480.0,146.66666666662786,상승
2022-11-28,2425.050048828125,2425.64990234375,2401.949951171875,2408.27001953125,350100,0.0,0.0,611666.6666666666,-2813.333333333372,하락
2022-11-29,2405.5400390625,2433.8701171875,2401.10009765625,2433.389892578125,550000,0.0,0.0,615013.3333333334,3346.6666666667443,상승
2022-11-30,2424.43994140625,2472.530029296875,2421.419921875,2472.530029296875,593900,0.0,0.0,609240.0,-5773.333333333372,하락
2022-12-01,2501.429931640625,2501.429931640625,2474.330078125,2479.840087890625,491200,0.0,0.0,582053.3333333334,-27186.666666666628,하락
2022-12-02,2471.5,2471.5,2434.330078125,2434.330078125,468500,0.0,0.0,562753.3333333334,-19300.0,하락
2022-12-05,2442.169921875,2442.219970703125,2413.050048828125,2419.320068359375,385200,0.0,0.0,539706.6666666666,-23046.666666666744,하락
2022-12-06,2397.699951171875,2416.8798828125,2390.199951171875,2393.159912109375,367800,0.0,0.0,523086.6666666667,-16619.99999999994,하락
2022-12-07,2385.8701171875,2394.8798828125,2377.97998046875,2382.81005859375,332100,0.0,0.0,501386.6666666667,-21700.0,하락
2022-12-08,2386.89990234375,2387.949951171875,2357.199951171875,2371.080078125,351600,0.0,0.0,463866.6666666667,-37520.0,하락
2022-12-09,2382.72998046875,2390.080078125,2367.25,2389.0400390625,315300,0.0,0.0,445586.6666666667,-18280.0,하락
2022-12-12,2373.580078125,2381.8701171875,2368.469970703125,2373.02001953125,498900,0.0,0.0,442546.6666666667,-3040.0,하락
2022-12-13,2385.050048828125,2388.27001953125,2364.8701171875,2372.39990234375,447100,0.0,0.0,436406.6666666667,-6140.0,하락
2022-12-14,2380.81005859375,2400.179931640625,2379.43994140625,2399.25,409400,0.0,0.0,432046.6666666667,-4360.0,하락
2022-12-15,2383.830078125,2392.110107421875,2360.949951171875,2360.969970703125,374300,0.0,0.0,424920.0,-7126.666666666686,하락
2022-12-16,2329.75,2360.43994140625,2326.830078125,2360.02001953125,414200,0.0,0.0,423306.6666666667,-1613.333333333314,하락
2022-12-19,2350.780029296875,2358.760009765625,2342.280029296875,2352.169921875,323600,0.0,0.0,421540.0,-1766.666666666686,하락
2022-12-20,2344.72998046875,2353.860107421875,2324.659912109375,2333.2900390625,358100,0.0,0.0,408746.6666666667,-12793.333333333314,하락
2022-12-21,2346.389892578125,2347.0,2325.780029296875,2328.949951171875,329400,0.0,0.0,391113.3333333333,-17633.333333333372,하락
2022-12-22,2340.0,2356.72998046875,2335.75,2356.72998046875,552800,0.0,0.0,395220.0,4106.666666666686,상승
2022-12-23,2325.860107421875,2333.080078125,2311.89990234375,2313.68994140625,367000,0.0,0.0,388453.3333333333,-6766.666666666686,하락
2022-12-26,2312.5400390625,2321.919921875,2304.199951171875,2317.139892578125,427600,0.0,0.0,391280.0,2826.666666666686,상승
2022-12-27,2327.52001953125,2335.989990234375,2321.47998046875,2332.7900390625,448300,0.0,0.0,396646.6666666667,5366.666666666686,상승
2022-12-28,2296.449951171875,2296.449951171875,2276.89990234375,2280.449951171875,405700,0.0,0.0,401553.3333333333,4906.666666666628,상승
2022-12-29,2265.72998046875,2272.669921875,2236.3798828125,2236.39990234375,361000,0.0,0.0,402180.0,626.6666666666861,상승
2023-01-02,2249.949951171875,2259.8798828125,2222.3701171875,2225.669921875,346100,0.0,0.0,404233.3333333333,2053.333333333314,상승
2023-01-03,2230.97998046875,2230.97998046875,2180.669921875,2218.679931640625,410000,0.0,0.0,398306.6666666667,-5926.666666666628,하락
2023-01-04,2205.97998046875,2260.06005859375,2198.820068359375,2255.97998046875,412700,0.0,0.0,396013.3333333333,-2293.333333333372,하락
2023-01-05,2268.199951171875,2281.389892578125,2252.969970703125,2264.64990234375,430800,0.0,0.0,397440.0,1426.666666666686,상승
2023-01-06,2253.39990234375,2300.6201171875,2253.27001953125,2289.969970703125,398300,0.0,0.0,399040.0,1600.0,상승
2023-01-09,2315.8701171875,2351.06005859375,2312.56005859375,2350.18994140625,341100,0.0,0.0,394166.6666666667,-4873.333333333314,하락
2023-01-10,2348.0400390625,2370.179931640625,2344.179931640625,2351.31005859375,359600,0.0,0.0,396566.6666666667,2400.0,상승
2023-01-11,2364.050048828125,2369.659912109375,2350.360107421875,2359.530029296875,368800,0.0,0.0,397280.0,713.3333333333139,상승
2023-01-12,2376.719970703125,2377.800048828125,2358.330078125,2365.10009765625,580100,0.0,0.0,413993.3333333333,16713.333333333314,상승
2023-01-13,2377.340087890625,2397.010009765625,2375.780029296875,2386.090087890625,861700,0.0,0.0,434586.6666666667,20593.333333333372,상승
2023-01-16,2390.06005859375,2410.219970703125,2387.610107421875,2399.860107421875,517800,0.0,0.0,444640.0,10053.333333333314,상승
2023-01-17,2400.919921875,2404.0,2374.64990234375,2379.389892578125,536000,0.0,0.0,451866.6666666667,7226.666666666686,상승
2023-01-18,2380.360107421875,2383.0,2356.840087890625,2368.320068359375,536200,0.0,0.0,457726.6666666667,5860.0,상승
2023-01-19,2354.56005859375,2380.340087890625,2354.56005859375,2380.340087890625,369900,0.0,0.0,455340.0,-2386.666666666686,하락
2023-01-20,2380.0,2395.969970703125,2372.570068359375,2395.260009765625,302300,0.0,0.0,451426.6666666667,-3913.333333333314,하락
2023-01-25,2426.580078125,2432.7099609375,2421.510009765625,2428.570068359375,549800,0.0,0.0,465006.6666666667,13580.0,상승
2023-01-26,2436.179931640625,2468.64990234375,2426.39990234375,2468.64990234375,486600,0.0,0.0,470113.3333333333,5106.666666666628,상승
2023-01-27,2474.52001953125,2497.39990234375,2464.530029296875,2484.02001953125,509100,0.0,0.0,476540.0,6426.666666666686,상승
2023-01-30,2484.639892578125,2491.1298828125,2446.590087890625,2450.469970703125,475100,0.0,0.0,479493.3333333333,2953.333333333314,상승
2023-01-31,2449.919921875,2457.47998046875,2423.3701171875,2425.080078125,616900,0.0,0.0,494066.6666666667,14573.333333333372,상승
2023-02-01,2446.030029296875,2453.2900390625,2433.3701171875,2449.800048828125,666100,0.0,0.0,515733.3333333333,21666.666666666628,상승
2023-02-02,2481.93994140625,2486.199951171875,2454.60009765625,2468.8798828125,692800,0.0,0.0,537946.6666666666,22213.333333333314,상승
2023-02-03,2466.5400390625,2485.080078125,2460.2099609375,2480.39990234375,496600,0.0,0.0,546466.6666666666,8520.0,상승
2023-02-06,2461.820068359375,2469.419921875,2438.0400390625,2438.18994140625,566600,0.0,0.0,545566.6666666666,-900.0,하락
2023-02-07,2440.139892578125,2456.169921875,2432.39990234375,2451.7099609375,446600,0.0,0.0,517893.3333333333,-27673.333333333314,하락
2023-02-08,2469.419921875,2487.35009765625,2465.9599609375,2483.639892578125,414800,0.0,0.0,511026.6666666667,-6866.666666666628,하락
2023-02-09,2470.659912109375,2487.139892578125,2466.610107421875,2481.52001953125,609400,0.0,0.0,515920.0,4893.333333333314,상승
2023-02-10,2470.64990234375,2473.800048828125,2454.739990234375,2469.72998046875,656900,0.0,0.0,523966.6666666667,8046.666666666686,상승
2023-02-13,2461.9599609375,2462.580078125,2440.860107421875,2452.699951171875,485500,0.0,0.0,531673.3333333334,7706.666666666686,상승
2023-02-14,2471.330078125,2480.340087890625,2459.830078125,2465.639892578125,348800,0.0,0.0,534773.3333333334,3100.0,상승
2023-02-15,2473.090087890625,2473.43994140625,2424.159912109375,2427.89990234375,386500,0.0,0.0,523886.6666666667,-10886.666666666686,하락
2023-02-16,2444.06005859375,2475.989990234375,2442.070068359375,2475.47998046875,387600,0.0,0.0,517286.6666666667,-6600.0,하락
2023-02-17,2447.659912109375,2471.510009765625,2445.739990234375,2451.2099609375,513600,0.0,0.0,517586.6666666667,300.0,상승
2023-02-20,2453.25,2463.169921875,2430.27001953125,2455.1201171875,390000,0.0,0.0,511913.3333333333,-5673.333333333372,하락
2023-02-21,2457.510009765625,2466.070068359375,2446.0,2458.9599609375,494300,0.0,0.0,503740.0,-8173.333333333314,하락
2023-02-22,2430.8701171875,2435.97998046875,2416.159912109375,2417.679931640625,426700,0.0,0.0,487780.0,-15960.0,하락
2023-02-23,2430.010009765625,2449.6201171875,2422.6201171875,2439.090087890625,400300,0.0,0.0,468280.0,-19500.0,하락
2023-02-24,2442.489990234375,2452.969970703125,2421.469970703125,2423.610107421875,369200,0.0,0.0,459786.6666666667,-8493.333333333314,하락
2023-02-27,2405.419921875,2405.56005859375,2383.760009765625,2402.639892578125,356700,0.0,0.0,445793.3333333333,-13993.333333333372,하락
2023-02-28,2417.580078125,2431.669921875,2407.2900390625,2412.85009765625,529200,0.0,0.0,451300.0,5506.666666666686,상승
2023-03-02,2414.610107421875,2440.590087890625,2411.85009765625,2427.85009765625,427900,0.0,0.0,452173.3333333333,873.3333333333139,상승
2023-03-03,2438.72998046875,2442.10009765625,2423.080078125,2432.070068359375,371500,0.0,0.0,436313.3333333333,-15860.0,하락
2023-03-06,2452.4599609375,2464.449951171875,2441.070068359375,2462.6201171875,417900,0.0,0.0,420380.0,-15933.333333333314,하락
2023-03-07,2457.0400390625,2475.72998046875,2455.64990234375,2463.35009765625,449800,0.0,0.0,418000.0,-2380.0,하락
2023-03-08,2435.580078125,2442.610107421875,2426.52001953125,2431.909912109375,437300,0.0,0.0,423900.0,5900.0,상승
2023-03-09,2440.7900390625,2444.199951171875,2416.25,2419.090087890625,473500,0.0,0.0,429700.0,5800.0,상승
2023-03-10,2389.820068359375,2400.8701171875,2383.18994140625,2394.590087890625,412900,0.0,0.0,431386.6666666667,1686.666666666686,상승
2023-03-13,2400.449951171875,2413.239990234375,2369.7900390625,2410.60009765625,380400,0.0,0.0,422506.6666666667,-8880.0,하락
2023-03-14,2390.360107421875,2390.780029296875,2348.18994140625,2348.969970703125,484800,0.0,0.0,428826.6666666667,6320.0,상승
2023-03-15,2380.090087890625,2395.360107421875,2370.77001953125,2379.719970703125,443500,0.0,0.0,425440.0,-3386.666666666686,하락
2023-03-16,2357.97998046875,2382.7900390625,2346.110107421875,2377.909912109375,317300,0.0,0.0,418146.6666666667,-7293.333333333314,하락
2023-03-17,2403.699951171875,2405.35009765625,2382.800048828125,2395.68994140625,363400,0.0,0.0,415686.6666666667,-2460.0,하락
2023-03-20,2391.8701171875,2405.989990234375,2378.699951171875,2379.199951171875,344700,0.0,0.0,414053.3333333333,-1633.3333333333721,하락
2023-03-21,2396.5400390625,2399.52001953125,2383.169921875,2388.35009765625,354700,0.0,0.0,413920.0,-133.33333333331393,하락
2023-03-22,2411.25,2417.469970703125,2402.780029296875,2416.9599609375,500900,0.0,0.0,412033.3333333333,-1886.666666666686,하락
2023-03-23,2398.27001953125,2424.47998046875,2397.909912109375,2424.47998046875,567400,0.0,0.0,421333.3333333333,9300.0,상승
2023-03-24,2421.27001953125,2423.760009765625,2399.489990234375,2414.9599609375,470100,0.0,0.0,427906.6666666667,6573.333333333372,상승
2023-03-27,2423.93994140625,2423.93994140625,2395.969970703125,2409.219970703125,472200,0.0,0.0,431526.6666666667,3620.0,상승
2023-03-28,2418.68994140625,2434.93994140625,2415.340087890625,2434.93994140625,523500,0.0,0.0,436440.0,4913.333333333314,상승
2023-03-29,2432.6298828125,2443.949951171875,2428.610107421875,2443.919921875,496600,0.0,0.0,440393.3333333333,3953.333333333314,상승
2023-03-30,2452.969970703125,2462.699951171875,2439.429931640625,2453.159912109375,621300,0.0,0.0,450246.6666666667,9853.333333333372,상승
2023-03-31,2459.93994140625,2481.239990234375,2456.5400390625,2476.860107421875,721300,0.0,0.0,470806.6666666667,20560.0,상승
2023-04-03,2485.81005859375,2485.81005859375,2467.590087890625,2472.340087890625,807400,0.0,0.0,499273.3333333333,28466.666666666628,상승
2023-04-04,2475.8701171875,2489.7099609375,2472.7900390625,2480.510009765625,830500,0.0,0.0,522320.0,23046.666666666686,상승
2023-04-05,2482.610107421875,2497.610107421875,2478.669921875,2495.2099609375,630400,0.0,0.0,534780.0,12460.0,상승
2023-04-06,2488.0,2488.0,2458.5,2459.22998046875,749100,0.0,0.0,563566.6666666666,28786.666666666628,상승
2023-04-07,2478.639892578125,2493.06005859375,2473.889892578125,2490.409912109375,584000,0.0,0.0,578273.3333333334,14706.666666666744,상승
2023-04-10,2491.679931640625,2519.989990234375,2490.169921875,2512.080078125,716200,0.0,0.0,603040.0,24766.666666666628,상승
2023-04-11,2523.330078125,2550.969970703125,2514.419921875,2547.860107421875,766800,0.0,0.0,630513.3333333334,27473.333333333372,상승
2023-04-12,2546.360107421875,2561.3701171875,2536.22998046875,2550.639892578125,899800,0.0,0.0,657106.6666666666,26593.333333333256,상승
2023-04-13,2534.7099609375,2561.659912109375,2531.070068359375,2561.659912109375,840300,0.0,0.0,675300.0,18193.333333333372,상승
2023-04-14,2580.10009765625,2581.739990234375,2560.530029296875,2571.489990234375,890500,0.0,0.0,703326.6666666666,28026.666666666628,상승
2023-04-17,2570.300048828125,2577.080078125,2561.139892578125,2575.909912109375,774600,0.0,0.0,723486.6666666666,20160.0,상승
2023-04-18,2582.22998046875,2582.22998046875,2557.18994140625,2571.090087890625,895200,0.0,0.0,748266.6666666666,24780.0,상승
2023-04-19,2570.06005859375,2582.110107421875,2568.4599609375,2575.080078125,956000,0.0,0.0,778893.3333333334,30626.666666666744,상승
2023-04-20,2566.06005859375,2573.93994140625,2552.06005859375,2563.110107421875,950400,0.0,0.0,800833.3333333334,21940.0,상승
2023-04-21,2556.699951171875,2559.43994140625,2532.320068359375,2544.39990234375,969000,0.0,0.0,817346.6666666666,16513.333333333256,상승
2023-04-24,2538.360107421875,2541.889892578125,2518.72998046875,2523.5,925900,0.0,0.0,825246.6666666666,7900.0,상승
2023-04-25,2531.35009765625,2531.35009765625,2472.330078125,2489.02001953125,885200,0.0,0.0,828893.3333333334,3646.6666666667443,상승
2023-04-26,2489.489990234375,2498.56005859375,2481.3798828125,2484.830078125,1088100,0.0,0.0,859406.6666666666,30513.333333333256,상승
2023-04-27,2484.31005859375,2499.010009765625,2465.830078125,2495.81005859375,732600,0.0,0.0,858306.6666666666,-1100.0,하락
2023-04-28,2511.7900390625,2517.1298828125,2489.580078125,2501.530029296875,776400,0.0,0.0,871133.3333333334,12826.666666666744,상승
2023-05-02,2504.010009765625,2524.419921875,2503.2099609375,2524.389892578125,700300,0.0,0.0,870073.3333333334,-1060.0,하락
